date,open,high,low,close,Volume BTC,Volume USD,market_cap,NVT,NVRV,NVHR,NVML,NVOL,implied price,fcas,fng_value,fng_class,news_value,news_class,google_trend_bitcoin
2020-02-27,8778.37,8974.75,8520.0,8816.5,9273.9036636,81763371.65012941,160210827000.0,66.89093733,1.50901158,113169220.49861053,0.4625016939759533,20.489292142101426,6956.606292238986,882.0,39.0,Fear,-0.19886666666666666,Negative Sentiment,6.08
2020-02-26,9305.4,9369.99,8627.78,8779.36,11564.19794381,101526256.85996775,170672719219.0,77.8234685,1.51151916,104700775.42728595,0.5318495693328816,22.7432346333804,8657.020948294821,883.0,41.0,Fear,0.043466666666666674,Neutral Sentiment,6.08
2020-02-25,9664.87,9682.73,9234.21,9305.4,6280.00295543,58437939.50145832,175661728612.0,98.36321109,1.60369037,111005384.3400511,0.5627817689791662,23.759591099648233,9283.64304474302,883.0,44.0,Fear,0.08027999999999999,Positive Sentiment,5.36
2020-02-24,9969.79,10027.66,9480.0,9652.58,5877.00770771,56728287.0592874,180449440931.0,84.83160371,1.65765413,108969442.26535484,0.8339384761363803,29.725493338175998,15602.921057567894,882.0,46.0,Fear,-0.06566666666666666,Negative Sentiment,5.5200000000000005
2020-02-23,9664.08,10024.08,9664.08,9965.21,3329.22433648,33176419.65013386,176612536388.0,123.9595666,1.71384131,109742275.1892226,0.6387765696526677,25.498230642620157,20742.60605381383,890.0,46.0,Fear,0.0,Neutral Sentiment,4.08
2020-02-22,9696.13,9722.39,9568.51,9668.13,2096.56353593,20269848.818630908,176349476944.0,139.35528418,1.66379813,114379272.73242924,0.5334749351049715,23.127773093751145,8400.082642463727,891.0,43.0,Fear,0.0,Neutral Sentiment,4.8
2020-02-21,9610.4,9773.2,9562.6,9696.13,4271.47074293,41416735.61464585,175010988412.0,94.50805236,1.66881312,119016270.27563587,0.5517960434707503,23.468742828079048,6151.790877269702,890.0,44.0,Fear,-0.14020000000000002,Negative Sentiment,5.2
2020-02-20,9589.1,9706.27,9396.91,9612.76,6608.4910792,63525838.70649059,181291498556.0,74.08720814,1.65435215,97376948.40733843,0.5386861048271229,23.547947021552254,5340.512853729793,890.0,44.0,Fear,0.18184999999999998,Positive Sentiment,5.84
2020-02-19,10190.3,10300.0,9312.0,9595.72,9936.8206814,95350948.9489236,185301670750.0,65.88824437,1.65794069,108969442.26535484,0.5717559581714214,24.561719775505914,6530.957015297815,891.0,50.0,Neutral,0.0,Neutral Sentiment,6.08
2020-02-18,9725.57,10288.0,9602.6,10185.17,6754.35394103,68794243.12956053,175698380206.0,79.17369312,1.75425426,115924938.58016479,0.5148125349549556,22.65040555411301,4224.572992676449,891.0,53.0,Neutral,0.005549999999999999,Neutral Sentiment,5.44
2020-02-17,9925.96,9973.45,9467.57,9697.15,5913.20492551,57341235.143409304,177863559388.0,66.13148885,1.67061779,121334769.04723918,0.7910337605981359,28.700341013239637,6903.013237017956,894.0,49.0,Neutral,0.296,Positive Sentiment,5.84
2020-02-16,9909.71,10051.24,9598.49,9912.89,4133.47675014,40974700.341695294,180879969400.0,96.00741791,1.71695434,109742275.1892226,0.5706530507528944,24.263828120925808,9445.219907623656,896.0,59.0,Greed,-0.128,Negative Sentiment,5.6000000000000005
2020-02-15,10364.04,10408.04,9739.0,9899.78,5762.30634481,57045565.10622314,187994717288.0,105.82358995,1.71075719,109742275.1892226,0.5905244942374844,25.159294099242317,6754.269833509481,896.0,64.0,Greed,0.0,Neutral Sentiment,6.0299999999999985
2020-02-14,10229.19,10398.0,10093.26,10364.04,6190.37749036,64157319.92519066,186838050262.0,75.2282286,1.7883096,104332444.72214827,0.5053668376373144,23.072644222726407,5279.542094806994,895.0,63.0,Greed,-0.0258,Neutral Sentiment,6.0299999999999985
2020-02-13,10348.78,10500.5,10068.0,10228.67,9347.45128374,95611994.52245285,190298957800.0,71.23105183,1.76851563,108969442.26535484,0.5075624087559141,23.323608823971316,5326.868019890583,895.0,65.0,Greed,-0.18076666666666666,Negative Sentiment,6.66
2020-02-12,10270.98,10495.0,10247.35,10348.78,6553.40942709,67819792.41088045,187348515638.0,70.96292885,1.79208365,109742275.1892226,0.4557388597006751,21.85335420300045,3914.8911840132487,895.0,61.0,Greed,0.18090000000000003,Positive Sentiment,7.47
2020-02-11,9851.99,10383.9,9706.94,10268.98,8127.59636283,83462124.49797401,178962706000.0,58.7446107,1.7792319,114210895.7545908,0.6448070634166071,25.78445417607105,6661.144767085529,893.0,52.0,Neutral,-0.09866666666666667,Negative Sentiment,7.92
2020-02-10,10173.51,10199.85,9731.2,9850.01,7560.66789084,74472654.3314529,184894947550.0,80.94634646,1.71346985,93796521.681004,0.7157534223342695,27.68793917907741,14178.558109129866,893.0,57.0,Greed,0.117125,Positive Sentiment,6.66
2020-02-09,9907.7,10178.54,9885.04,10173.97,4830.33787739,49143712.65442954,179355925625.0,114.39277511,1.76640757,117630064.07535753,0.6399575058221977,25.706007956770488,7064.438868398658,893.0,56.0,Greed,,Neutral Sentiment,9.0
2020-02-08,9803.71,9948.97,9658.58,9902.0,3268.73554695,32367019.385898903,178155230925.0,83.36011022,1.72664271,106866528.80048823,0.4960654842863231,22.346185303750215,5364.359473228101,895.0,56.0,Greed,-0.125,Negative Sentiment,5.12
2020-02-07,9754.63,9878.0,9706.94,9803.42,4013.49096731,39345937.618746206,178356423300.0,63.3231779,1.7097118,106866528.80048823,0.584472549286878,24.418991283640324,3062.8300252832314,895.0,56.0,Greed,0.5994,Positive Sentiment,5.44
2020-02-06,9617.84,9859.57,9521.0,9754.63,7554.48867469,73691241.86079131,174386536369.0,56.3078287,1.70571675,103791233.00766842,0.5714632620853768,23.875469314700247,3062.455666246973,895.0,61.0,Greed,-0.03424,Neutral Sentiment,4.96
2020-02-05,9168.49,9775.0,9142.52,9618.42,8063.96793828,77562630.49691112,166821543725.0,86.2970884,1.69086813,122243007.76458718,0.43661445786098657,20.239514713523768,7180.01870478833,895.0,53.0,Neutral,0.13647499999999999,Positive Sentiment,6.08
2020-02-04,9281.0,9348.6,9075.0,9159.37,4867.22545881,44580718.85066056,168898306288.0,96.16420587,1.61069803,101484761.16305356,0.5139208744434398,22.22009617557193,2656.41367181022,895.0,56.0,Greed,0.1872666666666667,Positive Sentiment,5.12
2020-02-03,9309.69,9615.0,9211.07,9288.09,4758.13350441,44193972.22097547,170728661250.0,48.02204119,1.6319591,113785944.3343328,0.6795887558851703,25.952755190320502,17502.189487604064,895.0,59.0,Greed,0.06818,Positive Sentiment,4.72
2020-02-02,9379.6,9474.28,9135.0,9329.39,3015.79158859,28135495.88867566,170774632925.0,151.93871459,1.64356756,109941824.59330806,0.6224754405757709,24.758570827085926,10299.223288167865,896.0,57.0,Greed,0.21906666666666666,Positive Sentiment,4.48
2020-02-01,9339.26,9464.16,9280.33,9377.17,1669.00246242,15650519.820530953,171067015938.0,104.19211163,1.650978,116092416.17894764,0.5212287289894497,22.52188628445532,4169.693796689749,895.0,57.0,Greed,0.18076666666666666,Positive Sentiment,4.41
2020-01-31,9510.84,9529.35,9195.93,9327.85,5009.62230695,46729005.43588356,173613830300.0,70.14835397,1.64732688,110710648.54151301,0.5338867728636879,22.970749573610178,5484.0077331769,894.0,55.0,Greed,-0.025675,Neutral Sentiment,6.090000000000002
2020-01-30,9280.83,9570.0,9166.07,9500.0,7945.15877894,75479008.39993,169893070181.0,71.5213846,1.67702648,119936535.91997233,0.5167764366569675,22.346983816283263,7485.138767128144,890.0,57.0,Greed,0.0,Neutral Sentiment,6.580000000000001
2020-01-29,9386.57,9443.96,9215.5,9289.18,6481.91594603,60211683.96754296,166693750481.0,88.86539224,1.64528656,123011831.71279211,0.4802208551777594,21.294657807201745,8346.417969601924,891.0,57.0,Greed,0.22885,Positive Sentiment,6.580000000000001
2020-01-28,8894.57,9413.24,8876.0,9400.0,9565.55935515,89916257.93841,159564611544.0,86.75994513,1.64585254,107492950.68599442,0.6264436580231543,24.076212082908825,12796.494392332099,890.0,54.0,Neutral,-0.11576666666666668,Negative Sentiment,6.090000000000002
2020-01-27,8600.0,9004.35,8546.55,8894.54,9619.7747426,85563471.23904541,155807033450.0,83.91322987,1.5779271,94755300.65058112,0.8444811187206408,27.966181544666554,28466.167760364515,891.0,50.0,Neutral,-0.028874999999999998,Neutral Sentiment,5.040000000000001
2020-01-26,8320.0,8600.0,8276.22,8590.48,6340.58577579,54468675.29520848,151834854762.0,169.77186747,1.52095733,105038821.65141945,0.713480280619475,25.237027179065414,25833.291556762197,892.0,42.0,Fear,0.45625000000000004,Positive Sentiment,3.71
2020-01-25,8435.83,8437.47,8252.72,8329.5,2812.78995216,23429133.906516723,154427992556.0,155.42555978,1.4807681,120464103.15267676,0.5407396940892432,21.910302899097115,9007.541896114884,894.0,41.0,Fear,0.0,Neutral Sentiment,3.66
2020-01-24,8382.08,8530.7,8212.9,8422.13,6430.43023326,54157919.38044604,152420433750.0,106.07904041,1.49494018,111649656.58052978,0.5306869417829683,21.55949203348775,6039.823667075864,894.0,40.0,Fear,-0.0943,Negative Sentiment,3.84
2020-01-23,8661.63,8665.95,8280.0,8378.44,8611.0107876,72146837.22325934,157275305562.0,73.15914209,1.48547764,116791417.08094886,0.5305059914196139,21.87014741785477,6952.556597232616,894.0,49.0,Neutral,-0.20533333333333334,Negative Sentiment,4.32
2020-01-22,8728.47,8792.98,8567.68,8655.93,3143.81212331,27212617.67252273,159003013650.0,86.30314616,1.53544323,114587805.43791209,0.5362529673656352,22.10860554520148,10097.236297500496,894.0,52.0,Neutral,0.14959999999999998,Positive Sentiment,4.14
2020-01-21,8629.66,8778.66,8480.0,8717.89,3394.68916005,29594526.68150829,156988555925.0,96.38178326,1.5503965,112384193.79487537,0.5530744290772424,22.346917846410108,7192.658498766211,894.0,49.0,Neutral,-0.3094666666666667,Negative Sentiment,4.26
2020-01-20,8698.97,8740.54,8507.93,8625.17,4420.19825219,38124961.35884162,155899672500.0,77.19834233,1.53413892,111649656.58052978,0.6848700339372616,24.990117634795443,17067.809908113424,896.0,48.0,Neutral,-0.186275,Negative Sentiment,4.8
2020-01-19,8901.02,9188.1,8461.38,8696.6,8785.449927,76403543.8351482,161304809962.0,130.10032981,1.54314165,110180582.1518386,0.6689180152112167,25.066595907867548,14758.261813114083,895.0,53.0,Neutral,-0.1591,Negative Sentiment,5.22
2020-01-18,8898.03,9000.1,8798.9,8908.53,3678.00926615,32765655.88777526,161372797425.0,122.40537796,1.58583813,96958912.29361789,0.5106475614189881,21.68219514126752,5865.381269131629,896.0,51.0,Neutral,0.08076666666666667,Positive Sentiment,5.670000000000001
2020-01-17,8715.39,9015.22,8661.52,8892.63,9363.15892644,83263107.96402813,157749491694.0,67.65117842,1.58368313,116791417.08094886,0.5119992535003851,21.48632385863642,6632.3587385702185,896.0,54.0,Neutral,-0.006325000000000001,Neutral Sentiment,5.74
2020-01-16,8810.62,8852.35,8573.91,8710.15,6713.2584764,58473488.31821546,160729928700.0,70.24389143,1.55078627,116791417.08094886,0.4768497798217759,20.859804751967186,3531.235915682935,896.0,55.0,Greed,0.171275,Positive Sentiment,5.8100000000000005
2020-01-15,8813.2,8903.2,8555.0,8809.17,8606.88339936,75819499.03514013,160768371344.0,56.01451347,1.56868373,110915119.36618419,0.4234144563954171,19.570867982440667,2831.988115383473,894.0,54.0,Neutral,-0.142975,Negative Sentiment,6.65
2020-01-14,8105.01,8895.0,8105.01,8813.04,17009.43193382,149904804.01003304,147514636500.0,60.57978254,1.57463765,99850250.9686384,0.5863002208721565,22.40576627507856,10394.333413283606,895.0,56.0,Greed,0.04373333333333334,Neutral Sentiment,7.000000000000001
2020-01-13,8180.75,8196.81,8039.0,8105.01,4011.43909644,32512753.991037164,147572033438.0,89.00379434,1.45276596,98089600.84163456,0.7265920103633399,25.152829826579623,20911.86954355335,894.0,49.0,Neutral,0.32985,Positive Sentiment,4.760000000000002
2020-01-12,8008.1,8190.0,7960.0,8180.76,2056.08675369,16820352.271117005,148154591544.0,162.63279222,1.46084233,103577130.9586491,0.5706262305367604,22.125649888462046,16911.248745983863,894.0,45.0,Fear,0.0,Neutral Sentiment,4.69
2020-01-11,8200.0,8286.0,8000.0,8016.22,3788.3273136,30368065.17782659,146823384900.0,134.43876006,1.43755242,111808426.13417092,0.4208814795893604,18.70625509540221,6118.555575455562,894.0,50.0,Neutral,0.0,Neutral Sentiment,5.6000000000000005
2020-01-10,7812.7,8200.0,7667.0,8200.0,8999.98825687,73799903.706334,142087985000.0,72.07138032,1.45520178,102205248.42939548,0.4640959285629929,19.4191384343811,5179.455467549619,896.0,41.0,Fear,,Neutral Sentiment,5.11
2020-01-09,8048.94,8048.94,7737.97,7806.78,5957.24423978,46506895.1862297,146139572700.0,66.00455101,1.40023893,107692778.54641,0.4681958845122712,19.766417814001805,7175.25327744317,897.0,44.0,Fear,-0.004900000000000002,Neutral Sentiment,4.9700000000000015
2020-01-08,8151.79,8463.57,7872.09,8044.44,11913.23248192,95835283.90685652,148493657531.0,78.8893486,1.44434936,97403659.57700774,0.4462833866934796,19.406270706257857,6746.579056101368,896.0,51.0,Neutral,-0.09573333333333334,Negative Sentiment,7.000000000000001
2020-01-07,7768.17,8220.0,7697.03,8159.01,12158.32281238,99199877.40943654,136678342375.0,74.56906435,1.45871525,120725662.57431954,0.5003257620809206,19.86092520017843,8622.976154828091,896.0,40.0,Fear,-0.24695,Negative Sentiment,6.580000000000001
2020-01-06,7352.12,7817.0,7342.46,7762.74,6728.28277831,52229909.85449817,134761310469.0,75.40635323,1.39343235,92602070.72462001,0.6394651197002452,22.517239129777607,23928.91621832308,897.0,41.0,Fear,0.0,Neutral Sentiment,5.11
2020-01-05,7356.05,7495.0,7310.0,7356.7,2707.27385549,19916601.57268328,133049485975.0,134.56140919,1.31891454,111808426.13417092,0.6143613705829077,21.907294936724142,13463.48548736066,897.0,39.0,Fear,0.06926666666666666,Positive Sentiment,5.040000000000001
2020-01-04,7332.58,7396.1,7256.03,7344.48,3256.73735349,23919042.35796023,132471764338.0,129.15570013,1.31850725,115238132.457305,0.4838785681768347,19.227257688928898,4393.730188618656,898.0,38.0,Fear,-0.11148,Negative Sentiment,4.62
2020-01-03,6945.7,7402.31,6853.53,7338.91,8072.72908749,59245032.22747123,125847564138.0,66.89511992,1.31328518,115924073.72193182,0.556692044535604,20.248205588339268,11356.933025339586,898.0,38.0,Fear,-0.14796666666666666,Negative Sentiment,4.5
2020-01-02,7174.7,7184.94,6900.0,6950.56,3972.70795427,27612544.99863089,130738188712.0,95.36121573,1.24755453,96717718.31238091,0.8608515765086001,26.06037213293112,33805.04177598931,897.0,39.0,Fear,0.16083999999999998,Positive Sentiment,4.26
2020-01-01,7160.69,7237.35,7150.0,7178.68,1119.10969318,8033730.372237403,130126623900.0,166.23636544,1.28743526,112929774.50430365,0.5437824983091384,20.305241435642568,9440.941995697944,897.0,37.0,Fear,0.2143,Positive Sentiment,3.66
2019-12-31,7222.74,7302.35,7112.55,7168.36,2638.69130899,18915089.231711555,130818862688.0,101.09869775,1.28681852,93333320.1905558,0.4412316171846645,18.19045339583153,7716.974735361579,896.0,38.0,Fear,0.21203333333333332,Positive Sentiment,4.2
2019-12-30,7372.79,7384.9,7199.0,7220.24,3722.91334933,26880327.88136644,133868781800.0,86.06895591,1.29751611,106850559.66642946,0.6619597827044901,22.87002471424171,22636.094768024966,899.0,40.0,Fear,0.233975,Positive Sentiment,4.44
2019-12-29,7297.43,7524.46,7274.43,7385.54,2583.85134193,19083137.439877693,132504514519.0,136.18350144,1.32663778,99770100.89335278,0.5508262552772308,20.61808347755354,16720.361003271155,906.0,37.0,Fear,0.03423333333333333,Neutral Sentiment,4.08
2019-12-28,7247.7,7349.65,7231.0,7296.24,1579.70272647,11525890.220979473,131249822925.0,114.80229626,1.30991222,95908032.4716746,0.4506729450324652,18.426771434939297,8648.51475374048,905.0,37.0,Fear,-0.20418000000000003,Negative Sentiment,4.32
2019-12-27,7195.17,7255.37,7052.0,7246.0,4024.57086599,29162040.49496354,133264669050.0,84.67968821,1.29743017,93333320.1905558,0.5862373725241775,21.377585533168627,10214.881412884752,905.0,38.0,Fear,-0.015866666666666657,Neutral Sentiment,4.2
2019-12-26,7195.8,7432.0,7150.0,7188.3,3116.74715162,22404113.549990047,129443838825.0,90.33151751,1.28945009,107494237.73670918,0.8020511095663786,24.97080677685048,11216.15171635816,904.0,39.0,Fear,-0.1343,Negative Sentiment,4.56
2019-12-25,7247.45,7266.81,7110.73,7195.79,1504.52751296,10826264.032482438,130707641225.0,115.53810496,1.28852354,82390792.9958009,0.5375955107818232,20.2221502084252,10725.50135680204,903.0,22.0,Extreme Fear,-0.025675,Neutral Sentiment,3.9
2019-12-24,7317.47,7431.1,7156.0,7251.52,4194.58980335,30417151.850788593,132140955375.0,97.54036967,1.29430833,80459758.78496182,0.4912551315689028,19.362016852818407,7054.605508814916,904.0,25.0,Extreme Fear,0.0,Neutral Sentiment,4.02
2019-12-23,7521.88,7692.98,7247.86,7316.17,6710.7673604,49097114.83913767,134091125125.0,69.54829505,1.30974111,92045964.0499964,0.7176554128914604,23.905135252866422,20672.867576716097,904.0,33.0,Fear,-0.11315,Negative Sentiment,4.62
2019-12-22,7147.4,7530.0,7124.52,7509.7,3796.22608082,28508518.99913395,129350068244.0,143.08387402,1.33772206,108781593.87726857,0.5617873492293419,20.607313989608567,15574.808725273133,905.0,20.0,Extreme Fear,-0.215,Negative Sentiment,4.14
2019-12-21,7194.13,7194.13,7109.73,7147.4,1689.08199513,12072544.65199216,130139031000.0,133.05303833,1.27731542,113287340.36922646,0.5721802847417966,20.870156349715547,5919.15380994748,906.0,23.0,Extreme Fear,0.0,Neutral Sentiment,4.38
2019-12-20,7157.53,7218.11,7072.61,7194.11,3201.66392251,23033122.44156841,129219576938.0,68.83820467,1.28507153,100413778.96363248,0.444274481352618,18.154329340777647,6188.664907539997,905.0,23.0,Extreme Fear,0.16463333333333333,Positive Sentiment,4.8
2019-12-19,7286.91,7372.12,7000.0,7149.57,5936.55634536,42443825.15009549,125582707562.0,76.18967629,1.27839546,100640144.00517273,0.4000491953048136,16.93395226514756,4347.165013600205,905.0,21.0,Extreme Fear,0.11954000000000001,Positive Sentiment,4.8599999999999985
2019-12-18,6619.53,7449.68,6425.0,7286.91,12873.63439214,93809015.18842891,119724806400.0,64.48424181,1.30300236,85774913.16234156,0.3854837341699871,16.237047457181717,4078.479726956485,904.0,15.0,Extreme Fear,-0.19074,Negative Sentiment,6.0
2019-12-17,6882.08,6938.77,6550.0,6612.3,7107.25638535,46995311.396849796,124337804375.0,63.37561974,1.18120445,90255692.20813552,0.4120823333929561,17.126965391609993,7999.461155325081,904.0,23.0,Extreme Fear,0.030100000000000016,Neutral Sentiment,5.58
2019-12-16,7115.08,7147.91,6820.0,6882.19,5923.05547919,40763593.18832663,129030914375.0,88.58624945,1.22841184,100497472.884236,0.6849301319053706,22.901606610325953,26610.68226860939,904.0,24.0,Extreme Fear,0.035160000000000004,Neutral Sentiment,4.38
2019-12-15,7066.35,7225.23,7007.0,7115.08,1848.34572822,13151127.723943558,127862152594.0,167.80346909,1.26826677,79373800.23977876,0.5661155330078159,20.582361210972334,17562.116563839918,907.0,21.0,Extreme Fear,-0.5423,Negative Sentiment,3.84
2019-12-14,7255.94,7269.0,7007.48,7059.03,2012.34890643,14205231.300956562,130799017681.0,145.02822738,1.26106197,96656805.13069834,0.4355760286064895,18.063408322968172,8045.809645432983,908.0,27.0,Fear,-0.040574999999999986,Neutral Sentiment,3.96
2019-12-13,7185.15,7302.35,7179.65,7257.47,3178.07849595,23064809.34200225,130503145305.0,86.46403726,1.29164777,97296916.4229546,0.4621376383517001,18.62827989816019,5981.437085117143,909.0,22.0,Extreme Fear,0.105225,Positive Sentiment,4.26
2019-12-12,7208.95,7296.19,7072.2,7188.42,4376.88899274,31462916.37319207,130147510800.0,85.74615726,1.28218893,85134801.87008528,0.4792609577020098,18.9725301011125,8435.545072983447,910.0,23.0,Extreme Fear,-0.017816666666666658,Neutral Sentiment,4.56
2019-12-11,7224.5,7271.0,7122.28,7207.42,3419.93896517,24648936.49634556,130906378444.0,82.33458897,1.28292787,84494690.57782899,0.4347918450417009,18.052754620036872,6182.271784450899,910.0,20.0,Extreme Fear,-0.17,Negative Sentiment,4.5
2019-12-10,7332.05,7400.0,7150.23,7216.07,4090.62092926,29518206.96900521,132620865375.0,73.08811359,1.28784015,94736471.25392947,0.4567982614316505,18.650411991991827,7901.50531578505,906.0,26.0,Fear,0.2851666666666667,Positive Sentiment,4.32
2019-12-09,7516.8,7666.0,7268.03,7340.52,6582.47031165,48318754.97207306,136361195156.0,82.76788252,1.30638835,94736471.25392947,0.7208320625252589,24.148418434266933,28605.350998877093,906.0,32.0,Fear,-0.0386,Neutral Sentiment,4.68
2019-12-08,7505.86,7580.0,7382.69,7524.26,1798.77041268,13534416.265311616,135984997188.0,169.7262552,1.33937263,94736471.25392947,0.6273660613142052,22.38007969779868,10241.569947133306,907.0,28.0,Fear,0.06743333333333333,Positive Sentiment,4.26
2019-12-07,7535.46,7638.88,7486.7,7502.65,2034.573719,15264694.51285535,135916921919.0,140.95495498,1.33632666,99217250.29972345,0.4758721043355901,19.282858157291514,6217.57418468539,906.0,32.0,Fear,0.1909,Positive Sentiment,4.98
2019-12-06,7397.35,7618.99,7305.56,7541.79,4167.2401632,31428450.19042013,133778258575.0,91.54198015,1.34019312,92816137.37716064,0.4672818843485114,18.95540058114374,9266.2890899217,904.0,29.0,Fear,-0.16463333333333333,Negative Sentiment,4.26
2019-12-05,7199.58,7500.0,7150.06,7390.42,4641.75678879,34304532.2070094,134540496000.0,83.18733637,1.31656246,93362398.66941905,0.4144572902374892,17.817779298576852,4814.92411651185,903.0,21.0,Extreme Fear,0.03771666666666667,Neutral Sentiment,5.04
2019-12-04,7299.2,7772.71,7087.09,7197.78,7737.39153487,55692042.04185659,132066636900.0,75.98135204,1.28246605,107698810.68230015,0.4131717991562726,17.636090597079694,6462.6200708443575,904.0,24.0,Extreme Fear,-0.058533333333333326,Negative Sentiment,5.34
2019-12-03,7317.94,7415.0,7238.04,7300.43,2552.20229834,18632174.224870287,132188995400.0,69.93428951,1.29767248,101894683.16049953,0.4333940659797487,18.102912103364602,8398.463637673474,903.0,28.0,Fear,-0.1468,Negative Sentiment,4.62
2019-12-02,7411.75,7431.07,7140.08,7309.64,4324.30016255,31609077.440181985,132417138125.0,71.54014256,1.29871273,93510943.40678756,0.6040798716258464,21.661473129020138,21359.40849075939,905.0,28.0,Fear,0.06743333333333333,Positive Sentiment,4.2
2019-12-01,7560.2,7560.2,7233.87,7412.66,5477.97290774,40606350.65428799,135261585550.0,93.53183202,1.31531292,89641525.05892047,0.5545698019856461,20.89113366592164,12977.676697332075,906.0,25.0,Extreme Fear,0.18200000000000002,Positive Sentiment,4.5
2019-11-30,7753.69,7815.0,7452.08,7550.67,5446.27351349,41123014.03010354,139876040325.0,76.94836828,1.33947241,81257785.3052085,0.4727259022217751,19.470823550289033,7444.762781584748,906.0,38.0,Fear,-0.4588,Negative Sentiment,3.99
2019-11-29,7429.32,7870.35,7411.17,7753.69,7658.87160206,59384516.152176596,137026263650.0,72.09710859,1.37249236,87706815.88498695,0.4823175909530066,19.49600627728302,10307.5488788722,905.0,31.0,Fear,0.0,Neutral Sentiment,4.760000000000002
2019-11-28,7517.82,7659.92,7372.19,7436.72,6925.58489749,51503635.71886183,136783703562.0,93.92920178,1.31736129,105119198.45038874,0.4261424560022653,18.22495305882168,4893.6102744792215,902.0,32.0,Fear,0.0,Neutral Sentiment,4.69
2019-11-27,7168.74,7676.27,6847.72,7527.84,15156.9919345,114099410.16420648,128460489075.0,63.46398852,1.33297166,89641525.05892047,0.386358229820209,16.79479164458067,6142.383047391718,901.0,20.0,Extreme Fear,-0.10415,Negative Sentiment,5.460000000000001
2019-11-26,7127.12,7344.91,7018.78,7159.22,7643.84956815,54724000.70529085,129903887000.0,58.5666593,1.26841696,78678173.07329711,0.5289298889172565,19.989050637051196,6159.603184405585,901.0,21.0,Extreme Fear,0.09291999999999999,Positive Sentiment,5.11
2019-11-25,6900.9,7380.0,6515.0,7122.14,18716.60131311,133302254.87615326,127173143175.0,50.6458123,1.26222308,80612882.24723066,0.6687212763931931,22.457333977399625,15990.422830022375,897.0,17.0,Extreme Fear,-0.085,Negative Sentiment,6.7200000000000015
2019-11-24,7330.98,7349.68,6861.96,6908.36,6047.01776023,41774975.61406252,132056506475.0,80.23407331,1.22636138,84482300.59509772,0.4983738902724722,19.5067041484144,6679.617776441571,896.0,21.0,Extreme Fear,0.0,Neutral Sentiment,4.69
2019-11-23,7276.21,7356.49,7102.16,7320.39,5550.47222776,40631621.39137203,131977937950.0,59.97482203,1.29339001,111568229.03016719,0.3578460325804239,16.31922989507098,4507.718049801448,896.0,23.0,Extreme Fear,0.1589,Positive Sentiment,5.250000000000001
2019-11-22,7612.23,7714.7,6785.0,7285.85,20120.14646602,146592369.1294518,136724176312.0,49.16989077,1.28344958,85127203.65307556,0.3998366259370991,17.607581513175433,6737.859326211279,895.0,20.0,Extreme Fear,0.0,Neutral Sentiment,7.000000000000001
2019-11-21,8085.54,8116.92,7394.09,7611.51,9374.99957046,71357902.980552,145987339200.0,72.09696325,1.33896278,87206195.79641934,0.5281713060485435,21.080203898787317,9445.844865725814,895.0,30.0,Fear,-0.02933333333333334,Neutral Sentiment,5.32
2019-11-20,8124.08,8231.04,8027.28,8088.44,2996.00619203,24233016.32386313,146550409100.0,89.47287304,1.41836156,89788714.59758532,0.4652768774474855,19.72562838061001,8743.197759407536,894.0,32.0,Fear,-0.17215,Negative Sentiment,4.48
2019-11-19,8176.9,8197.77,7989.15,8121.63,4412.39464174,35835836.69419484,151696114525.0,75.39976355,1.42462588,92950289.05524676,0.5820940673373404,22.60918325252147,8575.949716810455,895.0,32.0,Fear,0.041999999999999996,Neutral Sentiment,4.2700000000000005
2019-11-18,8499.53,8508.4,8010.7,8170.65,4825.65562506,39428743.13289648,154156915225.0,81.66351941,1.43585132,88524084.81452073,0.8304333245862043,27.578839614954013,30648.72309496456,893.0,38.0,Fear,0.22,Positive Sentiment,4.41
2019-11-17,8485.61,8631.6,8375.0,8499.31,2074.00770126,17627634.39539613,153139263988.0,168.20672275,1.4912036,97376493.29597281,0.6248000480599812,23.590076223102127,21076.348725128973,893.0,38.0,Fear,-0.0129,Neutral Sentiment,4.0600000000000005
2019-11-16,8459.38,8539.53,8423.0,8484.63,1180.57339029,10016728.40445624,152842848450.0,135.11442388,1.48640991,93582603.94677904,0.4608616527167777,20.00986905077933,7145.452966414922,894.0,41.0,Fear,0.02755000000000002,Neutral Sentiment,3.42
2019-11-15,8632.07,8799.03,8363.0,8463.49,5213.70141434,44126109.78325245,155775701525.0,68.1194113,1.48420069,99905752.86210199,0.5431288998497789,22.050685021588997,8501.884925716011,893.0,38.0,Fear,0.1984,Positive Sentiment,3.24
2019-11-14,8765.53,8791.78,8555.0,8636.9,3412.80581524,29476062.545646355,158039971075.0,68.76277861,1.51523438,106861216.66895717,0.5119381024918612,21.503220329553024,6011.974007430697,892.0,41.0,Fear,-0.05627499999999999,Negative Sentiment,3.36
2019-11-13,8817.0,8839.46,8700.0,8755.24,3185.82098874,27892627.353455994,156554644662.0,71.79125166,1.5361222,85362510.35685928,0.6220315044512151,23.774758166409804,10901.493046514268,891.0,38.0,Fear,0.0903,Positive Sentiment,3.54
2019-11-12,8720.36,8872.47,8549.0,8813.91,4721.90610684,41618455.45413814,157615567200.0,83.97962207,1.5426696,85362510.35685928,0.6020244197809052,23.43319180268462,12182.199416873584,890.0,39.0,Fear,0.25845,Positive Sentiment,3.54
